time,voltage
0.0,-0.125
0.002777777777777778,-0.125
0.005555555555555556,-0.125
0.008333333333333333,-0.125
0.011111111111111112,-0.125
0.013888888888888888,-0.125
0.016666666666666666,-0.125
0.019444444444444445,-0.125
0.022222222222222223,-0.135
0.025,-0.125
0.027777777777777776,-0.125
0.030555555555555555,-0.12
0.03333333333333333,-0.095
0.03611111111111111,-0.085
0.03888888888888889,-0.105
0.041666666666666664,-0.17
0.044444444444444446,-0.225
0.04722222222222222,-0.255
0.05,-0.28
0.05277777777777778,-0.295
0.05555555555555555,-0.34
0.058333333333333334,-0.395
0.06111111111111111,-0.41
0.06388888888888888,-0.405
0.06666666666666667,-0.38
0.06944444444444445,-0.37
0.07222222222222222,-0.39
0.075,-0.41
0.07777777777777778,-0.425
0.08055555555555556,-0.42
0.08333333333333333,-0.405
0.08611111111111111,-0.37
0.08888888888888889,-0.375
0.09166666666666666,-0.39
0.09444444444444444,-0.41
0.09722222222222222,-0.405
0.1,-0.395
0.10277777777777777,-0.375
0.10555555555555556,-0.39
0.10833333333333334,-0.395
0.1111111111111111,-0.395
0.11388888888888889,-0.395
0.11666666666666667,-0.385
0.11944444444444445,-0.38
0.12222222222222222,-0.385
0.125,-0.4
0.12777777777777777,-0.405
0.13055555555555556,-0.405
0.13333333333333333,-0.405
0.1361111111111111,-0.415
0.1388888888888889,-0.435
0.14166666666666666,-0.425
0.14444444444444443,-0.425
0.14722222222222223,-0.39
0.15,-0.375
0.1527777777777778,-0.365
0.15555555555555556,-0.37
0.15833333333333333,-0.365
0.16111111111111112,-0.38
0.1638888888888889,-0.405
0.16666666666666666,-0.405
0.16944444444444445,-0.39
0.17222222222222222,-0.365
0.175,-0.33
0.17777777777777778,-0.32
0.18055555555555555,-0.295
0.18333333333333332,-0.27
0.18611111111111112,-0.28
0.18888888888888888,-0.34
0.19166666666666668,-0.44
0.19444444444444445,-0.51
0.19722222222222222,-0.52
0.2,-0.51
0.20277777777777778,-0.51
0.20555555555555555,-0.535
0.20833333333333334,-0.54
0.2111111111111111,-0.585
0.21388888888888888,-0.625
0.21666666666666667,-0.64
0.21944444444444444,-0.65
0.2222222222222222,-0.685
0.225,-0.73
0.22777777777777777,-0.78
0.23055555555555557,-0.835
0.23333333333333334,-0.885
0.2361111111111111,-0.915
0.2388888888888889,-0.94
0.24166666666666667,-0.975
0.24444444444444444,-0.98
0.24722222222222223,-0.94
0.25,-0.915
0.25277777777777777,-0.895
0.25555555555555554,-0.89
0.25833333333333336,-0.83
0.2611111111111111,-0.76
0.2638888888888889,-0.7
0.26666666666666666,-0.625
0.26944444444444443,-0.58
0.2722222222222222,-0.545
0.275,-0.505
0.2777777777777778,-0.485
0.28055555555555556,-0.445
0.2833333333333333,-0.395
0.2861111111111111,-0.37
0.28888888888888886,-0.37
0.2916666666666667,-0.36
0.29444444444444445,-0.36
0.2972222222222222,-0.355
0.3,-0.325
0.30277777777777776,-0.315
0.3055555555555556,-0.32
0.30833333333333335,-0.345
0.3111111111111111,-0.345
0.3138888888888889,-0.33
0.31666666666666665,-0.3
0.3194444444444444,-0.285
0.32222222222222224,-0.3
0.325,-0.29
0.3277777777777778,-0.295
0.33055555555555555,-0.3
0.3333333333333333,-0.29
0.33611111111111114,-0.28
0.3388888888888889,-0.285
0.3416666666666667,-0.32
0.34444444444444444,-0.32
0.3472222222222222,-0.31
0.35,-0.295
0.3527777777777778,-0.285
0.35555555555555557,-0.275
0.35833333333333334,-0.285
0.3611111111111111,-0.29
0.3638888888888889,-0.295
0.36666666666666664,-0.285
0.36944444444444446,-0.285
0.37222222222222223,-0.29
0.375,-0.285
0.37777777777777777,-0.275
0.38055555555555554,-0.28
0.38333333333333336,-0.27
0.3861111111111111,-0.26
0.3888888888888889,-0.27
0.39166666666666666,-0.27
0.39444444444444443,-0.275
0.3972222222222222,-0.26
0.4,-0.24
0.4027777777777778,-0.225
0.40555555555555556,-0.24
0.4083333333333333,-0.265
0.4111111111111111,-0.28
0.41388888888888886,-0.275
0.4166666666666667,-0.24
0.41944444444444445,-0.22
0.4222222222222222,-0.22
0.425,-0.225
0.42777777777777776,-0.24
0.4305555555555556,-0.22
0.43333333333333335,-0.2
0.4361111111111111,-0.19
0.4388888888888889,-0.185
0.44166666666666665,-0.22
0.4444444444444444,-0.245
0.44722222222222224,-0.225
0.45,-0.195
0.4527777777777778,-0.185
0.45555555555555555,-0.165
0.4583333333333333,-0.18
0.46111111111111114,-0.19
0.4638888888888889,-0.185
0.4666666666666667,-0.18
0.46944444444444444,-0.165
0.4722222222222222,-0.17
0.475,-0.155
0.4777777777777778,-0.16
0.48055555555555557,-0.175
0.48333333333333334,-0.175
0.4861111111111111,-0.145
0.4888888888888889,-0.17
0.49166666666666664,-0.16
0.49444444444444446,-0.165
0.49722222222222223,-0.165
0.5,-0.16
0.5027777777777778,-0.155
0.5055555555555555,-0.165
0.5083333333333333,-0.17
0.5111111111111111,-0.19
0.5138888888888888,-0.195
0.5166666666666667,-0.195
0.5194444444444445,-0.18
0.5222222222222223,-0.18
0.525,-0.2
0.5277777777777778,-0.2
0.5305555555555556,-0.205
0.5333333333333333,-0.2
0.5361111111111111,-0.19
0.5388888888888889,-0.19
0.5416666666666666,-0.2
0.5444444444444444,-0.23
0.5472222222222223,-0.225
0.55,-0.21
0.5527777777777778,-0.215
0.5555555555555556,-0.205
0.5583333333333333,-0.215
0.5611111111111111,-0.23
0.5638888888888889,-0.26
0.5666666666666667,-0.255
0.5694444444444444,-0.25
0.5722222222222222,-0.24
0.575,-0.245
0.5777777777777777,-0.25
0.5805555555555556,-0.265
0.5833333333333334,-0.27
0.5861111111111111,-0.255
0.5888888888888889,-0.265
0.5916666666666667,-0.265
0.5944444444444444,-0.27
0.5972222222222222,-0.28
0.6,-0.26
0.6027777777777777,-0.255
0.6055555555555555,-0.26
0.6083333333333333,-0.27
0.6111111111111112,-0.275
0.6138888888888889,-0.27
0.6166666666666667,-0.255
0.6194444444444445,-0.255
0.6222222222222222,-0.26
0.625,-0.27
0.6277777777777778,-0.275
0.6305555555555555,-0.27
0.6333333333333333,-0.265
0.6361111111111111,-0.255
0.6388888888888888,-0.265
0.6416666666666667,-0.28
0.6444444444444445,-0.285
0.6472222222222223,-0.285
0.65,-0.28
0.6527777777777778,-0.26
0.6555555555555556,-0.265
0.6583333333333333,-0.27
0.6611111111111111,-0.28
0.6638888888888889,-0.285
0.6666666666666666,-0.285
0.6694444444444444,-0.26
0.6722222222222223,-0.255
0.675,-0.27
0.6777777777777778,-0.275
0.6805555555555556,-0.285
0.6833333333333333,-0.27
0.6861111111111111,-0.275
0.6888888888888889,-0.29
0.6916666666666667,-0.305
0.6944444444444444,-0.32
0.6972222222222222,-0.305
0.7,-0.29
0.7027777777777777,-0.275
0.7055555555555556,-0.285
0.7083333333333334,-0.31
0.7111111111111111,-0.325
0.7138888888888889,-0.315
0.7166666666666667,-0.315
0.7194444444444444,-0.3
0.7222222222222222,-0.31
0.725,-0.335
0.7277777777777777,-0.34
0.7305555555555555,-0.365
0.7333333333333333,-0.355
0.7361111111111112,-0.335
0.7388888888888889,-0.34
0.7416666666666667,-0.34
0.7444444444444445,-0.375
0.7472222222222222,-0.365
0.75,-0.35
0.7527777777777778,-0.34
0.7555555555555555,-0.36
0.7583333333333333,-0.36
0.7611111111111111,-0.375
0.7638888888888888,-0.37
0.7666666666666667,-0.355
0.7694444444444445,-0.35
0.7722222222222223,-0.35
0.775,-0.36
0.7777777777777778,-0.37
0.7805555555555556,-0.375
0.7833333333333333,-0.375
0.7861111111111111,-0.35
0.7888888888888889,-0.36
0.7916666666666666,-0.36
0.7944444444444444,-0.38
0.7972222222222223,-0.375
0.8,-0.355
0.8027777777777778,-0.345
0.8055555555555556,-0.34
0.8083333333333333,-0.345
0.8111111111111111,-0.355
0.8138888888888889,-0.36
0.8166666666666667,-0.345
0.8194444444444444,-0.335
0.8222222222222222,-0.345
0.825,-0.34
0.8277777777777777,-0.34
0.8305555555555556,-0.34
0.8333333333333334,-0.33
0.8361111111111111,-0.33
0.8388888888888889,-0.325
0.8416666666666667,-0.33
0.8444444444444444,-0.335
0.8472222222222222,-0.33
0.85,-0.31
0.8527777777777777,-0.295
0.8555555555555555,-0.3
0.8583333333333333,-0.32
0.8611111111111112,-0.33
0.8638888888888889,-0.345
0.8666666666666667,-0.325
0.8694444444444445,-0.315
0.8722222222222222,-0.31
0.875,-0.315
0.8777777777777778,-0.345
0.8805555555555555,-0.33
0.8833333333333333,-0.31
0.8861111111111111,-0.29
0.8888888888888888,-0.315
0.8916666666666667,-0.335
0.8944444444444445,-0.335
0.8972222222222223,-0.345
0.9,-0.325
0.9027777777777778,-0.305
0.9055555555555556,-0.3
0.9083333333333333,-0.305
0.9111111111111111,-0.305
0.9138888888888889,-0.315
0.9166666666666666,-0.3
0.9194444444444444,-0.29
0.9222222222222223,-0.3
0.925,-0.32
0.9277777777777778,-0.325
0.9305555555555556,-0.32
