time,voltage
0.0,-0.31
0.002777777777777778,-0.31
0.005555555555555556,-0.31
0.008333333333333333,-0.31
0.011111111111111112,-0.31
0.013888888888888888,-0.31
0.016666666666666666,-0.31
0.019444444444444445,-0.31
0.022222222222222223,-0.29
0.025,-0.285
0.027777777777777776,-0.295
0.030555555555555555,-0.315
0.03333333333333333,-0.305
0.03611111111111111,-0.3
0.03888888888888889,-0.28
0.041666666666666664,-0.275
0.044444444444444446,-0.275
0.04722222222222222,-0.27
0.05,-0.26
0.05277777777777778,-0.24
0.05555555555555555,-0.225
0.058333333333333334,-0.215
0.06111111111111111,-0.205
0.06388888888888888,-0.22
0.06666666666666667,-0.205
0.06944444444444445,-0.17
0.07222222222222222,-0.15
0.075,-0.155
0.07777777777777778,-0.14
0.08055555555555556,-0.13
0.08333333333333333,-0.115
0.08611111111111111,-0.075
0.08888888888888889,-0.05
0.09166666666666666,-0.06
0.09444444444444444,-0.05
0.09722222222222222,-0.04
0.1,-0.015
0.10277777777777777,0.005
0.10555555555555556,0.03
0.10833333333333334,0.045
0.1111111111111111,0.07
0.11388888888888889,0.08
0.11666666666666667,0.105
0.11944444444444445,0.13
0.12222222222222222,0.185
0.125,0.225
0.12777777777777777,0.255
0.13055555555555556,0.27
0.13333333333333333,0.305
0.1361111111111111,0.345
0.1388888888888889,0.4
0.14166666666666666,0.43
0.14444444444444443,0.46
0.14722222222222223,0.46
0.15,0.475
0.1527777777777778,0.52
0.15555555555555556,0.555
0.15833333333333333,0.585
0.16111111111111112,0.575
0.1638888888888889,0.575
0.16666666666666666,0.565
0.16944444444444445,0.57
0.17222222222222222,0.56
0.175,0.55
0.17777777777777778,0.53
0.18055555555555555,0.485
0.18333333333333332,0.48
0.18611111111111112,0.465
0.18888888888888888,0.46
0.19166666666666668,0.42
0.19444444444444445,0.385
0.19722222222222222,0.355
0.2,0.305
0.20277777777777778,0.285
0.20555555555555555,0.255
0.20833333333333334,0.21
0.2111111111111111,0.165
0.21388888888888888,0.12
0.21666666666666667,0.105
0.21944444444444444,0.085
0.2222222222222222,0.075
0.225,0.04
0.22777777777777777,0.005
0.23055555555555557,-0.04
0.23333333333333334,-0.045
0.2361111111111111,-0.055
0.2388888888888889,-0.04
0.24166666666666667,-0.07
0.24444444444444444,-0.1
0.24722222222222223,-0.125
0.25,-0.135
0.25277777777777777,-0.14
0.25555555555555554,-0.155
0.25833333333333336,-0.19
0.2611111111111111,-0.19
0.2638888888888889,-0.195
0.26666666666666666,-0.205
